"","country","year","urban_pop_percent","urban_growth","rural_growth","cap_city_pop","cap_percent_pop","cap_percent_urban","fertility_rate","infant_morality_per_thousand","life_exp","gender_ratio_lifeexp","continent","region","capital_pop","capital_pop_sign","capital_pop1","sign"
"538","Mexico","2010",77.8,2,0.3,"20,137",17.2,22.1,2.3,16.1,74.2,0.924773022049287,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"539","Mexico","2015",79.3,1.8,0,"21,340",17,21.4,2.1,13.7,74.7,0.922779922779923,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"540","Mexico","2018",80.2,NA,NA,"21,581",NA,NA,2,12.8,74.1,0.91849935316947,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"541","Micronesia (Fed. States of)","2005",22.3,-0.2,-0.2,NA,NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",NA,"0",1,"0"
"542","Micronesia (Fed. States of)","2010",22.3,-0.5,-0.5,NA,NA,NA,3.2,27,71.2,0.916666666666667,"Oceania","Micronesia",NA,"0",1,"0"
"543","Micronesia (Fed. States of)","2015",22.5,0.3,0.1,NA,NA,NA,3,24,71.4,0.911764705882353,"Oceania","Micronesia",NA,"0",1,"1"
"544","Micronesia (Fed. States of)","2018",22.7,NA,NA,"7",NA,NA,2.9,22.3,71.5,0.909333333333333,"Oceania","Micronesia",7,"1",7,"missing"
"545","Monaco","2005",100,1,0,NA,NA,NA,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"1"
"546","Monaco","2010",100,1.9,0,NA,NA,NA,2.2,5,84.6,0.951557093425605,"Europe","Western Europe",NA,"0",1,"1"
"547","Monaco","2015",100,0.6,0,NA,NA,NA,2.2,4.5,85.3,0.937641723356009,"Europe","Western Europe",NA,"0",1,"1"
"548","Monaco","2018",100,NA,NA,"39",NA,NA,NA,NA,NA,NA,"Europe","Western Europe",39,"1",39,"missing"
"549","Mongolia","2005",62.5,2.8,-1.6,"933",36.9,59.1,NA,NA,NA,NA,"Asia","Eastern Asia",933,"1",933,"0"
"550","Mongolia","2010",67.6,3,-1.5,"1,138",41.9,62.1,2.5,21.7,67.2,0.877437325905293,"Asia","Eastern Asia",NA,"0",1,"0"
"551","Mongolia","2015",68.2,2.1,1.4,"1,365",45.8,67.2,3,16.3,69.5,0.888738127544098,"Asia","Eastern Asia",NA,"0",1,"1"
"552","Mongolia","2018",68.4,NA,NA,"1,520",NA,NA,2.9,14.8,70.2,0.892328398384926,"Asia","Eastern Asia",NA,"0",1,"missing"
"553","Montenegro","2005",62.5,1.4,-1.9,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"0"
"554","Montenegro","2010",64.1,0.8,-0.7,NA,NA,NA,1.7,5.7,76.1,0.929024081115336,"Europe","Southern Europe",NA,"0",1,"0"
"555","Montenegro","2015",65.8,0.6,-0.8,NA,NA,NA,1.7,2.6,76.8,0.931989924433249,"Europe","Southern Europe",NA,"0",1,"0"
"556","Montenegro","2018",66.8,NA,NA,"177",NA,NA,1.8,2.3,76.9,0.924906132665832,"Europe","Southern Europe",177,"1",177,"missing"
"557","Montserrat","2005",9.3,29.3,-2.3,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"558","Montserrat","2010",9.2,0.3,0.7,NA,NA,NA,1.4,15.7,74.3,0.970860927152318,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"559","Montserrat","2015",9,0.5,0.7,NA,NA,NA,1.5,13.1,75,0.968545216251638,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"560","Montserrat","2018",9.1,NA,NA,"0",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",0,"1",0,"missing"
"561","Morocco","2005",55.2,1.8,0.3,"1,635",5.4,9.7,NA,NA,NA,NA,"Africa","Northern Africa",NA,"0",1,"1"
"562","Morocco","2010",58,2.2,-0.1,"1,714",5.3,9.1,2.6,25.9,70.8,0.95448275862069,"Africa","Northern Africa",NA,"0",1,"0"
"563","Morocco","2015",60.8,2.4,0,"1,796",5.2,8.5,2.5,19.8,72.9,0.951871657754011,"Africa","Northern Africa",NA,"0",1,"1"
"564","Morocco","2018",62.5,NA,NA,"1,847",NA,NA,2.5,17.9,73.7,0.948480845442536,"Africa","Northern Africa",NA,"0",1,"missing"
"565","Mozambique","2005",30,3.5,2.7,"1,072",5.1,17.1,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"566","Mozambique","2010",31.8,4.1,2.4,"1,097",4.5,14.2,5.6,75.8,54.2,0.939068100358423,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"567","Mozambique","2015",34.4,4.5,2.1,"1,100",3.9,11.4,5.1,62.3,58.2,0.922185430463576,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"568","Mozambique","2018",36,NA,NA,"1,102",NA,NA,4.9,58.3,59.8,0.919614147909968,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"569","Myanmar","2005",27.9,1.7,0.8,"148",0.3,1.1,NA,NA,NA,NA,"Asia","South-eastern Asia",148,"1",148,"1"
